northern illinois university, dekalb, il, www.niu.edu
stetson university, deland, fl, www.stetson.edu
san joaquin valley college - delano, delano, ca, www.sjvc.edu
methodist theological school in ohio, delaware, oh, www.mtso.edu
ohio wesleyan university, delaware, oh, www.owu.edu/
mingo extended learning center, delbarton, wv, mingoadultlearningcenter.com
american academy of cosmetology-delray beach, delray beach, fl, www.aacschool.com
piedmont college, demorest, ga, www.piedmont.edu
denham springs beauty school, denham springs, la, www.dsbeautyschool.org
grayson college, denison, tx, grayson.edu
voorhees college, denmark, sc, www.voorhees.edu
ogle school hair skin nails-denton, denton, tx, www.ogleschool.edu
texas woman's university, denton, tx, www.twu.edu
university of north texas, denton, tx, www.unt.edu
argosy university-denver, denver, co, www.argosy.edu/denver/
aspen university, denver, co, www.aspen.edu
aveda institute-denver, denver, co, www.avedainstitutedenver.com/
collegeamerica-denver, denver, co, www.collegeamerica.edu
colorado heights university, denver, co, www.chu.edu
colorado school of traditional chinese medicine, denver, co, www.cstcm.edu
community college of denver, denver, co, www.ccd.edu
denver college of nursing, denver, co, www.denverschoolofnursing.edu/
iliff school of theology, denver, co, www.iliff.edu
johnson & wales university-denver, denver, co, www.jwu.edu/campuses/denver/index.html
massage therapy institute of colorado, denver, co, www.mtic.edu
metropolitan state university of denver, denver, co, www.msudenver.edu/
montessori casa international, denver, co, www.mcidenver.edu
national beauty college, denver, co, www.nationalbeautycollege.edu
pima medical institute-denver, denver, co, pmi.edu
regis university, denver, co, www.regis.edu/
relay graduate school of education - denver, denver, co, relay.edu/location/relay-denver
the art institute of colorado, denver, co, www.artinstitutes.edu/denver/
united beauty college, denver, co, ubc-denver.com/
university of colorado denver/anschutz medical campus, denver, co, www.ucdenver.edu/
university of denver, denver, co, www.du.edu
university of the rockies, denver, co, www.rockies.edu
morris county vocational school district, denville, nj, www.mcvts.org/
american college of hairstyling-des moines, des moines, ia, www.americancollegeofhair.com
des moines university-osteopathic medical center, des moines, ia, www.dmu.edu
drake university, des moines, ia, www.drake.edu
grand view university, des moines, ia, www.grandview.edu
highline college, des moines, wa, www.highline.edu
iowa school of beauty-des moines, des moines, ia, iowaschoolofbeauty.com
mercy college of health sciences, des moines, ia, www.mchs.edu
university of phoenix-iowa, des moines, ia, www.phoenix.edu
vatterott college-des moines, des moines, ia, www.vatterott.edu
oakton community college, des plaines, il, www.oakton.edu
pccenter, desoto, tx, www.pccenterdesoto.com
m state - detroit lakes campus, detroit lakes, mn, www.minnesota.edu
college for creative studies, detroit, mi, www.collegeforcreativestudies.edu
dorsey business schools-dearborn, detroit, mi, www.dorsey.edu
ecumenical theological seminary, detroit, mi, www.etseminary.edu
marygrove college, detroit, mi, https://www.marygrove.edu
michigan barber school inc, detroit, mi, michiganbarberschool.org
p&a scholars beauty school, detroit, mi, www.pandascholars.com
sacred heart major seminary, detroit, mi, www.shms.edu
university of detroit mercy, detroit, mi, www.udmercy.edu
wayne county community college district, detroit, mi, www.wcccd.edu
wayne state university, detroit, mi, www.wayne.edu
lake region state college, devils lake, nd, www.lrsc.edu
dickinson state university, dickinson, nd, www.dickinsonstate.edu
pima medical institute-dillon, dillon, mt, www.pmi.edu
the university of montana-western, dillon, mt, w.umwestern.edu/
davenport university - treasury site dimondale, dimondale, mi, null
five towns college, dix hills, ny, www.ftc.edu
saint anthony college of nursing - sauk valley community college campus, dixon, il, www.sacn.edu
sauk valley community college, dixon, il, www.svcc.edu
mercy college, dobbs ferry, ny, https://www.mercy.edu
surry community college, dobson, nc, https://www.surry.edu
dodge city community college, dodge city, ks, www.dc3.edu
ancilla college, donaldson, in, https://www.ancilla.edu/
millennia atlantic university, doral, fl, www.maufl.edu
san ignacio university, doral, fl, www.sanignaciouniversity.edu
west coast university-miami, doral, fl, westcoastuniversity.edu/
alabama college of osteopathic medicine, dothan, al, www.acomedu.org/
fortis college-dothan, dothan, al, www.fortiscollege.edu
george c wallace community college-dothan, dothan, al, www.wallace.edu
troy university-dothan campus, dothan, al, www.troy.edu/dothan/
south georgia state college, douglas, ga, www.sgsc.edu
strayer university-douglasville campus, douglasville, ga, www.strayer.edu/georgia/douglasville
delaware state university, dover, de, www.desu.edu
harris school of business-dover campus, dover, de, harrisschool.edu
joe kubert school of cartoon and graphic art, dover, nj, kubertschool.edu
wesley college, dover, de, www.wesley.edu
southwestern michigan college, dowagiac, mi, www.swmich.edu
midwestern university-downers grove, downers grove, il, www.midwestern.edu
the university of aesthetics & cosmetology, downers grove, il, www.uofac.edu
universal spa training academy, downers grove, il, www.spatrainingacademy.edu
downey adult school, downey, ca, www.das.edu
pulse beauty academy, downington, pa, paulmitchell.edu/downingtown
chester county intermediate unit, downingtown, pa, www.chestercountynursing.org
delaware valley university, doylestown, pa, www.delval.edu
argosy university-salt lake city, draper, ut, www.argosy.edu/locations/salt-lake-city
the art institute of salt lake city, draper, ut, www.artinstitutes.edu/salt-lake-city
tompkins cortland community college, dryden, ny, www.tc3.edu
bladen community college, dublin, nc, www.bladencc.edu
new river community college, dublin, va, www.nr.edu
pennsylvania state university-penn state dubois, dubois, pa, dubois.psu.edu/
capri college-dubuque, dubuque, ia, www.capricollege.edu
clarke university, dubuque, ia, www.clarke.edu
emmaus bible college, dubuque, ia, www.emmaus.edu
loras college, dubuque, ia, www.loras.edu
university of dubuque, dubuque, ia, www.dbq.edu
wartburg theological seminary, dubuque, ia, https://www.wartburgseminary.edu
nichols college, dudley, ma, www.nichols.edu
erskine college, due west, sc, www.erskine.edu
atlanta institute of music and media, duluth, ga, aimm.edu
aviation institute of maintenance-atlanta, duluth, ga, www.aviationmaintenance.edu/campuses/duluth-ga/index.html
cosmetology careers unlimited college of hair skin and nails, duluth, mn, www.ccucollege.net
duluth business university, duluth, mn, www.dbumn.edu
lake superior college, duluth, mn, www.lsc.edu
the college of saint scholastica, duluth, mn, www.css.edu
university of minnesota-duluth, duluth, mn, www.d.umn.edu/
ben franklin career center, dunbar, wv, benfranklinctc.weebly.com
pennsylvania state university-penn state worthington scranton, dunmore, pa, worthingtonscranton.psu.edu/
heritage bible college, dunn, nc, www.heritagebiblecollege.edu
empire beauty school-dunwoody, dunwoody, ga, www.empire.edu
fort lewis college, durango, co, fortlewis.edu/
southeastern oklahoma state university, durant, ok, www.se.edu
southern school of beauty inc, durant, ok, www.southernschoolofbeauty.net
apex school of theology, durham, nc, www.apexsot.edu
cet-durham, durham, nc, https://cetweb.edu
duke university, durham, nc, www.duke.edu
durham beauty academy, durham, nc, www.durhambeautyacademy.edu
north carolina central university, durham, nc, www.nccu.edu
the art institute of raleigh-durham, durham, nc, www.artinstitutes.edu/raleigh-durham
university of new hampshire-main campus, durham, nh, www.unh.edu
watts school of nursing, durham, nc, www.wattsschoolofnursing.org
dyersburg state community college, dyersburg, tn, www.dscc.edu
argosy university-twin cities, eagan, mn, www.argosy.edu/twincities/
rasmussen college-eagan, eagan, mn, www.rasmussen.edu
christ the king seminary, east aurora, ny, www.cks.edu
american institute of alternative medicine, east brunswick, nj, massageschoolnewjersey.com
goodwin college, east hartford, ct, www.goodwin.edu
stone academy-east hartford, east hartford, ct, www.stoneacademy.com
douglas j aveda institute, east lansing, mi, www.douglasj.edu
michigan state university, east lansing, mi, https://www.msu.edu
michigan state university-college of law, east lansing, mi, www.law.msu.edu
protege academy, east lansing, mi, www.protegeacademy.com
kent state university at east liverpool, east liverpool, oh, www.kent.edu/columbiana
la james international college-east moline, east moline, il, www.ljic.edu
best care college, east orange, nj, bestcarehealth.com
national career institute, east orange, nj, nciedu.com
illinois central college, east peoria, il, icc.edu
oehrlein school of cosmetology, east peoria, il, oehrleinschool.com
east stroudsburg university of pennsylvania, east stroudsburg, pa, www4.esu.edu/
conway school of landscape design, easthampton, ma, www.csld.edu
bryant & stratton college-eastlake, eastlake, oh, www.bryantstratton.edu
willoughby-eastlake school of practical nursing, eastlake, oh, ncioh.edu
lafayette college, easton, pa, https://www.lafayette.edu/
stonehill college, easton, ma, www.stonehill.edu
the professional hair design academy, eau claire, wi, phdacademy.edu
university of wisconsin-eau claire, eau claire, wi, www.uwec.edu
minneapolis media institute, edina, mn, www.mediainstitute.edu/minneapolis-media-institute
edinboro university of pennsylvania, edinboro, pa, www.edinboro.edu/
the university of texas rio grande valley, edinburg, tx, www.utrgv.edu
middlesex county college, edison, nj, www.middlesexcc.edu
rabbi jacob joseph school, edison, nj, rabbijacobjoseph.com
oklahoma christian university, edmond, ok, www.oc.edu
university of central oklahoma, edmond, ok, www.uco.edu
southern illinois university-edwardsville, edwardsville, il, www.siue.edu
atlantic beauty & spa academy llc, egg harbor township, nj, www.shorebeautyschool.edu
advanced training associates, el cajon, ca, www.advancedtraining.edu
bellus academy-el cajon, el cajon, ca, www.bellusacademy.edu
cuyamaca college, el cajon, ca, www.cuyamaca.edu
grossmont college, el cajon, ca, www.grossmont.edu/
southern california seminary, el cajon, ca, www.socalsem.edu
cet-el centro, el centro, ca, https://cetweb.edu
sum bible college and theological seminary, el dorado hills, ca, www.sum.edu
butler community college, el dorado, ks, www.butlercc.edu/
professional cosmetology education center, el dorado, ar, www.pcec.edu
south arkansas community college, el dorado, ar, www.southark.edu
california institute of advanced management, el monte, ca, ciam.edu
professional institute of beauty, el monte, ca, www.pib.edu
brightwood college-el paso, el paso, tx, www.brightwood.edu
cet-el paso, el paso, tx, https://cetweb.edu
el paso community college, el paso, tx, www.epcc.edu
international business college-el paso, el paso, tx, www.ibcelpaso.edu
milan institute of cosmetology-el paso, el paso, tx, www.milaninstitute.edu
pima medical institute-el paso, el paso, tx, www.pmi.edu
pipo academy of hair design, el paso, tx, www.pipoacademy.com
southwest university at el paso, el paso, tx, southwestuniversity.edu
the university of texas at el paso, el paso, tx, www.utep.edu
tri-state cosmetology institute, el paso, tx, tristatecosmetology.com
vantage college, el paso, tx, www.vantage.edu
vista college, el paso, tx, vistacollege.edu
redlands community college, el reno, ok, www.redlandscc.edu
cannella school of hair design-elgin, elgin, il, cannellabeautyschools.com
columbia college - elgin, elgin, il, www.ccis.edu
elgin community college, elgin, il, www.elgin.edu
j renee college, elgin, il, www.jrenee.edu
judson university, elgin, il, www.judsonu.edu
tricoci university of beauty culture-elgin, elgin, il, www.tricociuniversity.edu
college of the albemarle, elizabeth city, nc, www.albemarle.edu
elizabeth city state university, elizabeth city, nc, www.ecsu.edu
mid-atlantic christian university, elizabeth city, nc, www.macuniversity.edu
yeshivas be'er yitzchok, elizabeth, nj, www.elizabethkollel.org/
elizabethtown college school of continuing and professional studies, elizabethtown, pa, www.etowndegrees.com/
elizabethtown college, elizabethtown, pa, www.etown.edu
empire beauty school-elizabethtown, elizabethtown, ky, www.empire.edu
trend setters' academy of beauty culture-elizabethtown, elizabethtown, ky, www.trendsettersabc.com
anabaptist mennonite biblical seminary, elkhart, in, www.ambs.edu
harrison college-elkhart, elkhart, in, harrison.edu
wright graduate university for the realization of human potential, elkhorn, wi, www.wrightgrad.edu
salus university, elkins park, pa, https://www.salus.edu
davis & elkins college, elkins, wv, www.dewv.edu
great basin college, elko, nv, www.gbcnv.edu
trinity bible college and graduate school, ellendale, nd, trinitybiblecollege.edu/
central washington university, ellensburg, wa, www.cwu.edu
jones county junior college, ellisville, ms, www.jcjc.edu
national american university-ellsworth afb extension, ellsworth air force base, sd, www.national.edu/locations/campuses/ellsworth-afb/
cbts - wisconsin, elm grove, wi, www.cbts.edu
elmhurst college, elmhurst, il, www.elmhurst.edu
prince institute-southeast, elmhurst, il, princeinstitute.edu
arnot ogden medical center, elmira, ny, www.arnothealth.org
elmira business institute, elmira, ny, www.ebi.edu
elmira college, elmira, ny, https://www.elmira.edu
schuyler steuben chemung tioga allegany boces, elmira, ny, www.gstboces.org
westchester school for dental assistant, elmsford, ny, dentaltrainingwp.com
curve metric school of hair design, elmwood park, il, curvemetric.com
elon university, elon, nc, www.elon.edu
vermilion community college, ely, mn, www.vcc.edu/
lorain county community college, elyria, oh, www.lorainccc.edu
ross medical education center-elyria, elyria, oh, www.rosseducation.edu
national holistic institute, emeryville, ca, www.nhi.edu
sae expression college, emeryville, ca, usa.sae.edu/campuses/emeryville/
mount st. mary's university, emmitsburg, md, www.msmary.edu
emory & henry college, emory, va, www.ehc.edu
emporia state university, emporia, ks, www.emporia.edu
united education institute-encino, encino, ca, www.uei.edu
asnuntuck community college, enfield, ct, www.asnuntuck.edu
porter and chester institute of enfield, enfield, ct, www.porterchester.com
enid beauty college, enid, ok, www.enidokbeautycollege.com
national beauty college, ennis, tx, nationalbeautycollege.com
enterprise state community college, enterprise, al, www.escc.edu
snow college, ephraim, ut, https://www.snow.edu
divine word college, epworth, ia, www.dwci.edu
antonelli institute, erdenheim, pa, www.antonelli.edu
divers academy international, erial, nj, www.diversacademy.edu
fortis institute-erie, erie, pa, www.fortis.edu
gannon university, erie, pa, www.gannon.edu
lake erie college of osteopathic medicine, erie, pa, www.lecom.edu
mercyhurst university, erie, pa, www.mercyhurst.edu
pennsylvania state university-penn state erie-behrend college, erie, pa, behrend.psu.edu/
ross medical education center-erlanger, erlanger, ky, www.rosseducation.edu
bay de noc community college, escanaba, mi, www.baycollege.edu/default.aspx
paul mitchell the school-escanaba, escanaba, mi, paulmitchell.edu/escanaba
healing hands school of holistic health, escondido, ca, www.healinghandsschool.com
john paul the great catholic university, escondido, ca, https://jpcatholic.edu/
westminster theological seminary in california, escondido, ca, www.wscal.edu
northern new mexico college, espanola, nm, nnmc.edu
all-state career school-allied health campus, essington, pa, www.allstatecareer.edu
iowa lakes community college, estherville, ia, www.iowalakes.edu
cleveland clinic health system-school of diagnostic imaging, euclid, oh, www.clevelandclinic.org/sodi
lane community college, eugene, or, www.lanecc.edu
new hope christian college-eugene, eugene, or, www.newhope.edu
northwest christian university, eugene, or, www.nwcu.edu/
university of oregon, eugene, or, www.uoregon.edu
messenger college, euless, tx, www.messengercollege.edu
louisiana academy of beauty, eunice, la, www.louisianacademyofbeauty.com
louisiana state university-eunice, eunice, la, www.lsue.edu
college of the redwoods, eureka, ca, www.redwoods.edu
eureka college, eureka, il, www.eureka.edu
fredrick and charles beauty college, eureka, ca, www.fandcbeauty.com
augusta school of massage, evans, ga, www.augustamassage.com
garrett-evangelical theological seminary, evanston, il, www.garrett.edu
midwest college of oriental medicine-evanston, evanston, il, www.acupuncture.edu
northshore university healthsystem school of nurse anesthesia, evanston, il, www.northshore.org/academics/other-programs/school-of-nurse-anesthesia/
northwestern university, evanston, il, www.northwestern.edu
harrison college-evansville, evansville, in, harrison.edu
rogers academy of hair design, evansville, in, rogershair.com
ross medical education center-evansville, evansville, in, www.rosseducation.edu
the salon professional academy-evansville, evansville, in, www.tspaevansville.com
university of evansville, evansville, in, www.evansville.edu/
university of southern indiana, evansville, in, www.usi.edu
mesabi range college, eveleth, mn, www.mesabirange.edu
altierus career college everett, everett, wa, https://www.altierus.org/campus/everett
everett community college, everett, wa, www.everettcc.edu
evergreen beauty and barber college-everett, everett, wa, www.evergreenbeauty.edu
paroba college of cosmetology, everett, wa, www.paroba.edu
the college of new jersey, ewing, nj, www.tcnj.edu
automotive training center-exton, exton, pa, www.autotraining.edu
university of alaska fairbanks, fairbanks, ak, www.uaf.edu
george mason university, fairfax, va, https://www2.gmu.edu/
stratford university, fairfax, va, www.stratford.edu
virginia international university, fairfax, va, www.viu.edu
fairfield university, fairfield, ct, fairfield.edu
frontier community college, fairfield, il, www.iecc.edu/fcc
intercoast colleges-fairfield, fairfield, ca, www.intercoast.edu/
kennebec valley community college, fairfield, me, www.kvcc.me.edu
maharishi university of management, fairfield, ia, https://www.mum.edu
milan institute of cosmetology-fairfield, fairfield, ca, www.milaninstitute.edu
miles college, fairfield, al, www.miles.edu
moler-pickens beauty academy, fairfield, oh, molerhollywood.com
sacred heart university, fairfield, ct, www.sacredheart.edu
solano community college, fairfield, ca, www.solano.edu
fairmont state university, fairmont, wv, https://www.fairmontstate.edu/
opportunities industrialization center, fairmont, wv, www.oictrainingacademy.org
vatterott college-fairview heights, fairview heights, il, www.vatterott.edu
fairview beauty academy, fairview park, oh, www.fairviewacademy.com
dewey university-fajardo, fajardo, pr, dewey.edu
inter american university of puerto rico-fajardo, fajardo, pr, www.fajardo.inter.edu/
bristol community college, fall river, ma, www.bristolcc.edu
rob roy academy-fall river, fall river, ma, www.rob-roy.com
salter school-fall river, fall river, ma, www.salterschool.com/locations/fall-river-campus/80/
northern virginia school of therapeutic massage, falls church, va, www.nvschoolofmassage.com/
standard healthcare services-college of nursing, falls church, va, www.standardcollege.edu
national graduate school of quality management, falmouth, ma, www.ngs.edu
beis medrash heichal dovid, far rockaway, ny, baismedrashheichaldovid.com
yeshiva of far rockaway derech ayson rabbinical seminary, far rockaway, ny, www.yeshivafarrockaway.com
yeshiva zichron aryeh, far rockaway, ny, yeshivazichronaryeh.com
josef's school of hair design inc-fargo downtown, fargo, nd, jsohd.com
josef's west academy, fargo, nd, jsohd.com
lynnes welding training, fargo, nd, learntoweld.com
moler barber college, fargo, nd, molerbarberfargo.com
north dakota state university-main campus, fargo, nd, https://www.ndsu.edu
rasmussen college-north dakota, fargo, nd, rasmussen.edu
the salon professional academy-fargo, fargo, nd, www.tspafargo.com
south central college-faribault, faribault, mn, www.southcentral.edu
argosy university-dallas, farmers branch, tx, www.argosy.edu/dallas/
brookhaven college, farmers branch, tx, www.brookhavencollege.edu/
golf academy of america-dallas, farmers branch, tx, www.golfacademy.edu
farmingdale state college, farmingdale, ny, www.farmingdale.edu/
dorsey business schools-farmington hills, farmington hills, mi, www.dorsey.edu
michigan school of professional psychology, farmington hills, mi, www.mispp.edu
paul mitchell the school-farmington hills, farmington hills, mi, paulmitchell.edu/farmingtonhills
national academy of beauty arts-farmington, farmington, mo, www.naba.edu
san juan college, farmington, nm, www.sanjuancollege.edu
tunxis community college, farmington, ct, www.tunxis.edu
university of maine at farmington, farmington, me, www.umf.maine.edu
longwood university, farmville, va, www.longwood.edu
central methodist university-college of graduate and extended studies, fayette, mo, www.centralmethodist.edu
central methodist university-college of liberal arts and sciences, fayette, mo, www.centralmethodist.edu/
upper iowa university, fayette, ia, https://www.uiu.edu
blue cliff college-fayetteville, fayetteville, ar, bluecliffcollege.com
career academy of hair design-fayetteville, fayetteville, ar, www.beautynwa.com
carolina college of biblical studies, fayetteville, nc, ccbs.edu
fayette beauty academy-ritz beauty academy, fayetteville, ga, www.ritzbeautyacademy.com
fayetteville college of cosmetology arts and sciences, fayetteville, tn, www.fayettevillecollegeofcosmetologyartsandsciences.com
fayetteville state university, fayetteville, nc, www.uncfsu.edu
grace college of divinity, fayetteville, nc, www.gcd.edu
methodist university, fayetteville, nc, www.methodist.edu
miller-motte college-fayetteville, fayetteville, nc, www.miller-motte.edu
paul mitchell the school-arkansas, fayetteville, ar, https://paulmitchell.edu/arkansas/
paul mitchell the school-fayetteville, fayetteville, nc, paulmitchell.edu/fayetteville
university of arkansas, fayetteville, ar, www.uark.edu
bucks county school of beauty culture inc, feasterville, pa, www.bcsbc.edu
cortiva institute-seattle, federal way, wa, www.cortiva.com
gene juarez academy of beauty-federal way, federal way, wa, www.genejuarezacademy.edu
brown mackie college-st louis, fenton, mo, www.brownmackie.edu/locations/st-louis
davenport university-flint location, fenton, mi, www.davenport.edu
midwest institute, fenton, mo, midwestinstitute.com
st louis college of health careers-fenton, fenton, mo, www.slchc.edu
ferrum college, ferrum, va, www.ferrum.edu
brown mackie college-findlay, findlay, oh, www.brownmackie.edu/locations/findlay
the artisan college of cosmetology, findlay, oh, www.artisancollege.edu
the university of findlay, findlay, oh, www.findlay.edu/
winebrenner theological seminary, findlay, oh, www.winebrenner.edu
wilson workforce and rehabilitation center, fishersville, va, wwrc.virginia.gov
fitchburg state university, fitchburg, ma, www.fitchburgstate.edu
coconino community college, flagstaff, az, www.coconino.edu/
collegeamerica-flagstaff, flagstaff, az, www.collegeamerica.edu
empire beauty school-flagstaff, flagstaff, az, www.empire.edu
northern arizona university, flagstaff, az, https://nau.edu/
blue ridge community college, flat rock, nc, www.blueridge.edu
baker college center for graduate studies, flint, mi, www.baker.edu
baker college, flint, mi, www.baker.edu
creative hair school of cosmetology, flint, mi, creativehairschool.com
flint institute of barbering inc, flint, mi, www.flintinstituteofbarberinginc.com
kettering university, flint, mi, www.kettering.edu/
mott community college, flint, mi, www.mcc.edu
ross medical education center-flint, flint, mi, www.rosseducation.edu
university of michigan-flint, flint, mi, www.umflint.edu
beckfield college-florence, florence, ky, www.beckfield.edu
empire beauty school-florence, florence, ky, www.empire.edu
francis marion university, florence, sc, www.fmarion.edu
heritage christian university, florence, al, www.hcu.edu
kenneth shuler school of cosmetology-florence, florence, sc, www.kennethshuler.com
university of north alabama, florence, al, www.una.edu
virginia college-florence, florence, sc, www.vc.edu
missouri school of barbering, florissant, mo, americancollegeofhair.com
saint louis christian college, florissant, mo, www.stlchristian.edu
urshan graduate school of theology, florissant, mo, https://ugst.edu
alliance computing solutions, flushing, ny, www.acs.edu
grace international beauty school, flushing, ny, www.gibs.edu/
long island business institute, flushing, ny, www.libi.edu
new york medical career training center, flushing, ny, nymedtraining.com/
rabbinical seminary of america, flushing, ny, null
fortis college-foley, foley, al, www.fortis.edu
folsom lake college, folsom, ca, www.flc.losrios.edu/
marian university, fond du lac, wi, https://www.marianuniversity.edu
salon success academy-fontana, fontana, ca, www.gotobeautyschool.com
waldorf university, forest city, ia, www.waldorf.edu
pacific university, forest grove, or, www.pacificu.edu
bramson ort college, forest hills, ny, bramsonort.edu
ferrara's beauty school, forest hills, ny, www.ferrarasbeautyschool.edu
plaza college, forest hills, ny, www.plazacollege.edu
east arkansas community college, forrest city, ar, https://www.eacc.edu
morgan community college, fort  morgan, co, www.morgancc.edu
collegeamerica-fort collins, fort collins, co, www.collegeamerica.edu
colorado state university-fort collins, fort collins, co, www.colostate.edu
hair dynamics education center, fort collins, co, www.hairdynamics.com
healing arts institute, fort collins, co, healingartsinstitute.net
ibmc college, fort collins, co, www.ibmc.edu
iowa central community college, fort dodge, ia, www.iowacentral.edu
la james international college-ft dodge, fort dodge, ia, www.ljic.edu
university of maine at fort kent, fort kent, me, www.umfk.maine.edu
atlantic institute of oriental medicine, fort lauderdale, fl, www.atom.edu
broward college, fort lauderdale, fl, www.broward.edu
city college-fort lauderdale, fort lauderdale, fl, https://www.citycollege.edu
keiser university-ft lauderdale, fort lauderdale, fl, www.keiseruniversity.edu
key college, fort lauderdale, fl, www.keycollege.edu
nova southeastern university, fort lauderdale, fl, www.nova.edu
strayer university-fort lauderdale campus, fort lauderdale, fl, www.strayer.edu/florida/fort-lauderdale
the art institute of fort lauderdale, fort lauderdale, fl, www.artinstitutes.edu/fort-lauderdale
columbia college - fort leonard wood, fort leonard wood, mo, www.ccis.edu
all beauty college, fort mohave, az, www.allbeautycollege.com
florida academy, fort myers, fl, www.florida-academy.edu
florida gulf coast university, fort myers, fl, www.fgcu.edu
florida southwestern state college, fort myers, fl, www.fsw.edu
lee professional institute, fort myers, fl, www.leeproinstitute.edu
paul mitchell the school-fort myers, fort myers, fl, paulmitchell.edu/fortmyers
rasmussen college-fort myers, fort myers, fl, www.rasmussen.edu
sunstate academy, fort myers, fl, www.sunstate.edu
the salon professional academy-ft myers, fort myers, fl, www.thesalonprofessionalacademyftmyers.com
the training domain, fort myers, fl, www.thetrainingdomain.com
fort pierce beauty academy, fort pierce, fl, fpbeauty.com
indian river state college, fort pierce, fl, www.irsc.edu
virginia college-fort pierce, fort pierce, fl, www.vc.edu
fort scott community college, fort scott, ks, www.fortscott.edu
columbia college - fort sill, fort sill, ok, www.ccis.edu
academy of salon and spa, fort smith, ar, www.academysalonspa.com
arthur's beauty college inc-fort smith, fort smith, ar, www.arthursbeautycollege.com
career academy of hair design - fort smith, fort smith, ar, www.beautynwa.com
university of arkansas-fort smith, fort smith, ar, uafs.edu/
cankdeska cikana community college, fort totten, nd, www.littlehoop.edu
fort valley state university, fort valley, ga, www.fvsu.edu
brown mackie college-fort wayne, fort wayne, in, www.brownmackie.edu/locations/fort-wayne
concordia theological seminary, fort wayne, in, www.ctsfw.edu
harrison college-fort wayne, fort wayne, in, harrison.edu
indiana university-purdue university-fort wayne, fort wayne, in, www.ipfw.edu
international business college-fort wayne, fort wayne, in, www.ibcfortwayne.edu
ravenscroft beauty college, fort wayne, in, ravenscroftcollege.com
ross medical education center-fort wayne, fort wayne, in, www.rosseducation.edu
rudae's school of beauty culture-ft wayne, fort wayne, in, www.rudaes.edu
trine university-regional/non-traditional campuses, fort wayne, in, www.trine.edu/adult-studies/index.aspx
university of saint francis-fort wayne, fort wayne, in, www.sf.edu
brightwood college-fort worth, fort worth, tx, www.brightwood.edu
brite divinity school, fort worth, tx, www.brite.edu
columbia college - fort worth, fort worth, tx, www.ccis.edu
ogle school hair skin nails-ft worth, fort worth, tx, www.ogleschool.edu
remington college-fort worth campus, fort worth, tx, www.remingtoncollege.edu/fort-worth-texas-career-schools-overview
south university-the art institute of fort worth, fort worth, tx, www.artinstitutes.edu/fort-worth/
tarrant county college district, fort worth, tx, www.tccd.edu
texas christian university, fort worth, tx, www.tcu.edu/
texas wesleyan university, fort worth, tx, www.txwes.edu
the college of health care professions-fort worth, fort worth, tx, www.chcp.edu
university of north texas health science center, fort worth, tx, www.unthsc.edu
sitting bull college, fort yates, nd, www.sittingbull.edu
fortis institute-forty fort, forty fort, pa, www.fortisinstitute.edu
american institute of interior design, fountain hills, az, https://www.aiid.edu
coastline beauty college, fountain valley, ca, www.coastlinebeauty.edu
coastline community college, fountain valley, ca, www.coastline.edu
empire beauty school-framingham, framingham, ma, www.empire.edu
framingham state university, framingham, ma, www.framingham.edu/
kentucky state university, frankfort, ky, www.kysu.edu
emmanuel college, franklin springs, ga, www.ec.edu
dean college, franklin, ma, www.dean.edu
franklin college, franklin, in, www.franklincollege.edu
franklin hair academy school of cosmetology, franklin, tn, franklinhairacademy.com
future generations university, franklin, wv, www.future.edu
o'more college of design, franklin, tn, www.omorecollege.edu
paul d camp community college, franklin, va, www.pdc.edu/
sacred heart seminary and school of theology, franklin, wi, www.shsst.edu
williamson christian college, franklin, tn, www.williamsoncc.edu
finger lakes school of massage, frederick, md, teachingmassage.com/
frederick community college, frederick, md, www.frederick.edu
frederick school of cosmetology, frederick, md, www.frederickschoolofcosmetology.edu
hood college, frederick, md, www.hood.edu
the temple-a paul mitchell partner school, frederick, md, paulmitchell.edu/frederick
eastern virginia career college, fredericksburg, va, www.evcc.edu
strayer university-fredericksburg campus, fredericksburg, va, www.strayer.edu/virginia/fredericksburg
university of mary washington, fredericksburg, va, www.umw.edu
virginia baptist college, fredericksburg, va, www.vbc.edu
suny at fredonia, fredonia, ny, www.fredonia.edu
monmouth county vocational school district, freehold, nj, www.mcvsd.org
columbia college - freeport, freeport, il, www.ccis.edu
highland community college, freeport, il, www.highland.edu
saint anthony college of nursing - highland community college campus, freeport, il, www.sacn.edu
la'james international college, fremont, ne, www.ljic.edu
midland university, fremont, ne, www.midlandu.edu
ohlone college, fremont, ca, www.ohlone.edu
terra state community college, fremont, oh, www.terra.edu
unitek college, fremont, ca, unitekcollege.edu/
unitek college, fremont, ca, www.unitekcollege.edu/
alliant international university-fresno, fresno, ca, www.alliant.edu
california christian college, fresno, ca, www.calchristiancollege.edu
california state university-fresno, fresno, ca, www.csufresno.edu
clovis community college, fresno, ca, www.cloviscollege.edu/
fresno city college, fresno, ca, www.fresnocitycollege.edu
fresno pacific university, fresno, ca, www.fresno.edu
lyle's college of  beauty, fresno, ca, lylescolleges.com
milan institute-clovis, fresno, ca, www.milaninstitute.edu
paul mitchell the school-fresno, fresno, ca, paulmitchell.edu/fresno
san joaquin valley college-fresno aviation, fresno, ca, www.sjvc.edu
san joaquin valley college-fresno, fresno, ca, www.sjvc.edu
uei college-fresno, fresno, ca, www.uei.edu
